"AdvertiserID","Week","Adoption","CTR"
1,-2,0,0.112336725456473
2,-2,0,0.0877843616270198
3,-2,0,0.132274074082051
4,-2,0,0.120984758718916
5,-2,0,0.136673313777688
6,-2,0,0.0894727961028457
7,-2,0,0.0659951950044633
8,-2,0,0.094131362449355
9,-2,0,0.127606040607414
10,-2,0,0.106707083764509
11,-2,0,0.113932752284565
12,-2,0,0.113446019508832
13,-2,0,0.0736124484487796
14,-2,0,0.0773625095810199
15,-2,0,0.103677478191712
16,-2,0,0.0559185163970896
17,-2,0,0.0644664278811804
18,-2,0,0.114957355877333
19,-2,0,0.068741158483462
20,-2,0,0.103071360272431
21,-2,0,0.0999330285631419
22,-2,0,0.0797621789966565
23,-2,0,0.0878023168646011
24,-2,0,0.0800482948079938
25,-2,0,0.110278492474443
26,-2,0,0.100008598370025
27,-2,0,0.0756094023208302
28,-2,0,0.0956051166312649
29,-2,0,0.0814429762035171
30,-2,0,0.149301977645924
31,-2,0,0.0831933372137036
32,-2,0,0.100510004661776
33,-2,0,0.0866753916588247
34,-2,0,0.101538698347222
35,-2,0,0.106251250425881
36,-2,0,0.137065874094612
37,-2,0,0.119398390125876
38,-2,0,0.0496828011212852
39,-2,0,0.0969414905041024
40,-2,0,0.101152690744812
41,-2,0,0.100269274044295
42,-2,0,0.143657249153678
43,-2,0,0.088071344705885
44,-2,0,0.100441518554836
45,-2,0,0.122367281828287
46,-2,0,0.0981418847767653
47,-2,0,0.0889959337120255
48,-2,0,0.0888279946448788
49,-2,0,0.0761147080563782
50,-2,0,0.136644685778512
51,-2,0,0.0651617812713048
52,-2,0,0.0659469499157249
53,-2,0,0.097723668389808
54,-2,0,0.102189032836631
55,-2,0,0.0903503551448115
56,-2,0,0.0857109967424304
57,-2,0,0.0924148454891803
58,-2,0,0.0989121097233906
59,-2,0,0.114620971401674
60,-2,0,0.0919057591811539
61,-2,0,0.0842839317640777
62,-2,0,0.145558193662567
63,-2,0,0.102434254977188
64,-2,0,0.0985250697171544
65,-2,0,0.0903186035087012
66,-2,0,0.0921959564308106
67,-2,0,0.137768052513107
68,-2,0,0.0963164185558076
69,-2,0,0.0695380485356218
70,-2,0,0.113117017341192
71,-2,0,0.126773283918931
72,-2,0,0.138071627069959
73,-2,0,0.128574855152807
74,-2,0,0.130290613282605
75,-2,0,0.0520057428064343
76,-2,0,0.104153926176554
77,-2,0,0.112377296901572
78,-2,0,0.125614257503664
79,-2,0,0.113479096430503
80,-2,0,0.0569705763658839
81,-2,0,0.105283327504348
82,-2,0,0.123271499731529
83,-2,0,0.0607321437949272
84,-2,0,0.115535921396186
85,-2,0,0.0611022312077485
86,-2,0,0.120227841887596
87,-2,0,0.125100482442522
88,-2,0,0.0660433890011453
89,-2,0,0.14038019231004
90,-2,0,0.128881946968042
91,-2,0,0.0899766051538658
92,-2,0,0.055913215113722
93,-2,0,0.0981468855355346
94,-2,0,0.0737200561454572
95,-2,0,0.121416328593205
96,-2,0,0.136478000250242
97,-2,0,0.12384270652473
98,-2,0,0.112287278159109
99,-2,0,0.104014291113384
100,-2,0,0.125505388104271
101,-2,0,0.0883251975733704
102,-2,0,0.103450125147749
103,-2,0,0.107379034447847
104,-2,0,0.117974806752147
105,-2,0,0.102616454892795
106,-2,0,0.100205331833816
107,-2,0,0.0772708369353075
108,-2,0,0.0725908173193197
109,-2,0,0.091275285708778
110,-2,0,0.0963874541944041
111,-2,0,0.0804236630111873
112,-2,0,0.15622063312891
113,-2,0,0.130085274063113
114,-2,0,0.113203730889315
115,-2,0,0.109453900331992
116,-2,0,0.170380250100273
117,-2,0,0.082675688104666
118,-2,0,0.0985635308315628
119,-2,0,0.131324715769264
120,-2,0,0.0869129913381888
121,-2,0,0.0929078405225148
122,-2,0,0.117948760500928
123,-2,0,0.111311846526079
124,-2,0,0.106101532561653
125,-2,0,0.117810637961118
126,-2,0,0.104162460818835
127,-2,0,0.111283158301811
128,-2,0,0.0765046511499932
129,-2,0,0.0892987113834937
130,-2,0,0.0762911764201414
131,-2,0,0.0911365810545731
132,-2,0,0.134812008062203
133,-2,0,0.163297041171264
134,-2,0,0.118894821447271
135,-2,0,0.0795838546343703
136,-2,0,0.132326386245217
137,-2,0,0.109318029853371
138,-2,0,0.126648482982846
139,-2,0,0.12130277739418
140,-2,0,0.111879911885895
141,-2,0,0.124730289290758
142,-2,0,0.106488585758942
143,-2,0,0.161105353102765
144,-2,0,0.138346100335956
145,-2,0,0.098538893622367
146,-2,0,0.102759105335517
147,-2,0,0.133117181752329
148,-2,0,0.110008338289647
149,-2,0,0.0911042167013225
150,-2,0,0.097283835050636
151,-2,0,0.0917670801759944
152,-2,0,0.095560229552469
153,-2,0,0.0796524094640697
154,-2,0,0.0833991262543426
155,-2,0,0.0966928905154633
156,-2,0,0.0644165703937518
157,-2,0,0.0987381107430278
158,-2,0,0.0766817381574299
159,-2,0,0.0860454747015209
160,-2,0,0.104763996773087
161,-2,0,0.0699946216166222
162,-2,0,0.0591781927158702
163,-2,0,0.08577830729104
164,-2,0,0.0799890825388191
165,-2,0,0.0447139556854077
166,-2,0,0.118559910838755
167,-2,0,0.134270381245917
168,-2,0,0.0972659607508446
169,-2,0,0.0952967586451717
170,-2,0,0.147936730476882
171,-2,0,0.129983292919475
172,-2,0,0.0717396023160586
173,-2,0,0.0438835217159505
174,-2,0,0.104842930764898
175,-2,0,0.116636606596094
176,-2,0,0.152892483906806
177,-2,0,0.0955118071261803
178,-2,0,0.097714285612749
179,-2,0,0.0639124317720205
180,-2,0,0.0960083324862665
181,-2,0,0.100451436301727
182,-2,0,0.122042988768988
183,-2,0,0.163073044316323
184,-2,0,0.0778115774850206
185,-2,0,0.0961642150429942
186,-2,0,0.0809888493095051
187,-2,0,0.0977666487224362
188,-2,0,0.0978222689601231
189,-2,0,0.129008932029644
190,-2,0,0.100692126126722
191,-2,0,0.10057320015282
192,-2,0,0.099001643389368
193,-2,0,0.0935700245060729
194,-2,0,0.107842833760974
195,-2,0,0.0763022578630451
196,-2,0,0.118057447372274
197,-2,0,0.0638546979389212
198,-2,0,0.119796199735911
199,-2,0,0.0534603579612116
200,-2,0,0.0885010328338938
201,-2,0,0.102201494319038
202,-2,0,0.0870683205525223
203,-2,0,0.118518686787929
204,-2,0,0.104151297385701
205,-2,0,0.123177981781837
206,-2,0,0.11187287457886
207,-2,0,0.0942239869208807
208,-2,0,0.0729208197380226
209,-2,0,0.16292265575241
210,-2,0,0.117874374939963
211,-2,0,0.0667598153368941
212,-2,0,0.0857833544393612
213,-2,0,0.0868694479700224
214,-2,0,0.128828831775149
215,-2,0,0.0505466391220374
216,-2,0,0.0817366765723912
217,-2,0,0.0970001456744858
218,-2,0,0.154446353362112
219,-2,0,0.0501065987894455
